method,pseudopotential,system,basis,IP,IPerr,SHCIIP
MRLCC,trail,Cr,vqz,0.24706726800000922,0.0,0.2489399999999904
MRLCC,trail,Cu,vqz,0.26129051999998865,0.0,0.28298999999998387
MRLCC,trail,Fe,vqz,0.2810563510000037,0.0,0.289660000000012
MRLCC,trail,Mn,vqz,0.2663847079999897,0.0,0.27228999999999814
MRLCC,trail,Sc,vqz,0.24147128899999615,0.0,0.24089000000000027
MRLCC,trail,Ti,vqz,0.2516048730000051,0.0,0.25043999999999755
MRLCC,trail,V,vqz,0.26124583400000745,0.0,0.24819000000000813
MRLCC,trail,Cr,v5z,0.24724877399999912,0.0,0.24904999999999688
MRLCC,trail,Cu,v5z,0.25894525200001794,0.0,0.28356999999999744
MRLCC,trail,Fe,v5z,0.282478478999991,0.0,0.28996999999999673
MRLCC,trail,Mn,v5z,0.2658120549999978,0.0,0.2725799999999907
MRLCC,trail,Sc,v5z,0.24150151199999925,0.0,0.24098000000000042
MRLCC,trail,Ti,v5z,0.2516116269999955,0.0,0.2507000000000019
MRLCC,trail,V,v5z,0.251756229999998,0.0,0.24801000000000784
B3LYP,trail,Cr,cbs,0.25804127875306904,0.0,0.24923518576329684
B3LYP,trail,Cu,cbs,0.2982668391990728,0.0,0.2841470213631112
B3LYP,trail,Fe,cbs,0.2911416254407442,0.0,0.29056205019509207
B3LYP,trail,Mn,cbs,0.27301666417238835,0.0,0.27322206028034657
B3LYP,trail,Sc,cbs,0.23576933714340953,0.0,0.2413455957636188
B3LYP,trail,Ti,cbs,0.2482058222090373,0.0,0.2512654527442706
B3LYP,trail,V,cbs,0.24282338410831983,0.0,0.24822199948989976
HSE06,trail,Cr,cbs,0.2595235371528162,0.0,0.24923518576329684
HSE06,trail,Cu,cbs,0.29287991233741195,0.0,0.2841470213631112
HSE06,trail,Fe,cbs,0.2784083069264227,0.0,0.29056205019509207
HSE06,trail,Mn,cbs,0.2579987993060797,0.0,0.27322206028034657
HSE06,trail,Sc,cbs,0.23326908963345971,0.0,0.2413455957636188
HSE06,trail,Ti,cbs,0.2412973916316261,0.0,0.2512654527442706
HSE06,trail,V,cbs,0.22809548512641697,0.0,0.24822199948989976
LDA,trail,Cr,cbs,0.2787568367668456,0.0,0.24923518576329684
LDA,trail,Cu,cbs,0.3157617302381084,0.0,0.2841470213631112
LDA,trail,Fe,cbs,0.30308207831812695,0.0,0.29056205019509207
LDA,trail,Mn,cbs,0.275202692977885,0.0,0.27322206028034657
LDA,trail,Sc,cbs,0.24426356812234218,0.0,0.2413455957636188
LDA,trail,Ti,cbs,0.2456562213017932,0.0,0.2512654527442706
LDA,trail,V,cbs,0.23389170970277462,0.0,0.24822199948989976
PBE,trail,Cr,cbs,0.2694086644239633,0.0,0.24923518576329684
PBE,trail,Cu,cbs,0.3047508799188563,0.0,0.2841470213631112
PBE,trail,Fe,cbs,0.28929570212234523,0.0,0.29056205019509207
PBE,trail,Mn,cbs,0.2626405180347149,0.0,0.27322206028034657
PBE,trail,Sc,cbs,0.24181012604690721,0.0,0.2413455957636188
PBE,trail,Ti,cbs,0.2355312909379066,0.0,0.2512654527442706
PBE,trail,V,cbs,0.2508749544025761,0.0,0.24822199948989976
SCAN,trail,Cr,cbs,0.2735429017049569,0.0,0.24923518576329684
SCAN,trail,Cu,cbs,0.30272921579214085,0.0,0.2841470213631112
SCAN,trail,Fe,cbs,0.267809561973138,0.0,0.29056205019509207
SCAN,trail,Mn,cbs,0.24155621895133095,0.0,0.27322206028034657
SCAN,trail,Sc,cbs,0.22648296392686262,0.0,0.2413455957636188
SCAN,trail,Ti,cbs,0.2308714775645484,0.0,0.2512654527442706
SCAN,trail,V,cbs,0.22630850489900922,0.0,0.24822199948989976
