Number-of-determinants,Unnamed: 0,Unnamed: 0.1,basis,basisindex,beta,charge,dmrg(var),index,method,ncas,ncore,note,pseudopotential,pyscf-version.1,system,systype,totalenergy,totalenergy-stocherr,totalenergy-syserr,trial-wavefunction,truncation-weight,SHCIref,SHCIreferr,HFref,HFreferr
,,,vqz,2,1000.0,1,,589.0,GF2,,,,trail,,Fe,atom,-123.4256,0.0,0.0,,,-123.42708999999999,3.122e-06,-122.80506201856676,0.0
,,,vdz,0,1000.0,0,,590.0,SEET(FCI/GF2),,,,trail,,Fe,atom,-123.5139,0.0,8e-05,,,-123.51812,6.459999999999999e-07,-123.03606101031244,0.0
,,,vtz,1,1000.0,0,,591.0,SEET(FCI/GF2),,,,trail,,Fe,atom,-123.6561,0.0,7e-05,,,-123.6572,5.71e-07,-123.03857246947872,0.0
,,,vqz,2,1000.0,0,,592.0,SEET(FCI/GF2),,,,trail,,Fe,atom,-123.717,0.0,5.9999999999999995e-05,,,-123.71675,1.63e-05,-123.03893433543683,0.0
,,,vdz,0,1000.0,1,,593.0,SEET(FCI/GF2),,,,trail,,Fe,atom,-123.2359,0.0,2.9999999999999997e-05,,,-123.23353999999999,1.2e-07,-122.79860715251272,0.0
,,,vtz,1,1000.0,1,,594.0,SEET(FCI/GF2),,,,trail,,Fe,atom,-123.3677,0.0,0.0,,,-123.36856999999999,5.41e-07,-122.80424852863449,0.0
,,,vqz,2,1000.0,1,,595.0,SEET(FCI/GF2),,,,trail,,Fe,atom,-123.4284,0.0,5e-05,,,-123.42708999999999,3.122e-06,-122.80506201856676,0.0
,,,vdz,0,,0,,596.0,SHCI,,,,trail,,O,atom,-15.78125,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vdz,0,,1,,597.0,SHCI,,,,trail,,O,atom,-15.300670000000002,0.0,0.0,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vdz,0,,0,,598.0,SHCI,,,,trail,,Sc,atom,-46.39685,5.4e-08,1e-05,,,-46.39685,5.4e-08,-46.056720086471316,0.0
,,,vdz,0,,1,,599.0,SHCI,,,,trail,,Sc,atom,-46.15683,0.0,1e-05,,,-46.15683,0.0,-45.85651158235275,0.0
,,,vdz,0,,0,,600.0,SHCI,,,,trail,,Ti,atom,-57.88305,2.26e-07,2.9999999999999997e-05,,,-57.88305,2.26e-07,-57.52051227493378,0.0
,,,vdz,0,,1,,601.0,SHCI,,,,trail,,Ti,atom,-57.63401999999999,1.1000000000000001e-08,1e-05,,,-57.63401999999999,1.1000000000000001e-08,-57.31379021206569,0.0
,,,vdz,0,,0,,602.0,SHCI,,,,trail,,V,atom,-71.07767,3.2600000000000003e-07,4e-05,,,-71.07767,3.2600000000000003e-07,-70.69525960473436,0.0
,,,vdz,0,,1,,603.0,SHCI,,,,trail,,V,atom,-70.8284,3.2e-08,1e-05,,,-70.8284,3.2e-08,-70.47804713713508,0.0
,,,vdz,0,,0,,604.0,SHCI,,,,trail,,Cr,atom,-86.61203,1.24e-07,2e-05,,,-86.61203,1.24e-07,-86.21795636713652,0.0
,,,vdz,0,,1,,605.0,SHCI,,,,trail,,Cr,atom,-86.37241,4.5999999999999995e-08,1e-05,,,-86.37241,4.5999999999999995e-08,-85.99840800159254,0.0
,,,vdz,0,,0,,606.0,SHCI,,,,trail,,Mn,atom,-103.94226,4.56e-07,2e-05,,,-103.94226,4.56e-07,-103.51554736964935,0.0
,,,vdz,0,,1,,607.0,SHCI,,,,trail,,Mn,atom,-103.67336,4.2e-08,1e-05,,,-103.67336,4.2e-08,-103.29335920887651,0.0
,,,vdz,0,,0,,608.0,SHCI,,,,trail,,Fe,atom,-123.51812,6.459999999999999e-07,2e-05,,,-123.51812,6.459999999999999e-07,-123.03606101031244,0.0
,,,vdz,0,,1,,609.0,SHCI,,,,trail,,Fe,atom,-123.23353999999999,1.2e-07,1e-05,,,-123.23353999999999,1.2e-07,-122.79860715251272,0.0
,,,vdz,0,,0,,610.0,SHCI,,,,trail,,Cu,atom,-197.2369,1.152e-06,2.9999999999999997e-05,,,-197.2369,1.152e-06,-196.56440183256336,0.0
,,,vdz,0,,1,,611.0,SHCI,,,,trail,,Cu,atom,-196.96723,1.474e-06,4e-05,,,-196.96723,1.474e-06,-196.32402730647453,0.0
,,,vtz,1,,0,,612.0,SHCI,,,,trail,,O,atom,-15.827020000000001,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vtz,1,,1,,613.0,SHCI,,,,trail,,O,atom,-15.33358,0.0,0.0,,,-15.33358,0.0,-15.210120374674373,0.0
,,,vtz,1,,0,,614.0,SHCI,,,,trail,,Sc,atom,-46.4523,8.800000000000001e-08,2.9999999999999997e-05,,,-46.4523,8.800000000000001e-08,-46.05746799644578,0.0
,,,vtz,1,,1,,615.0,SHCI,,,,trail,,Sc,atom,-46.211490000000005,0.0,1e-05,,,-46.211490000000005,0.0,-45.85935928101564,0.0
,,,vtz,1,,0,,616.0,SHCI,,,,trail,,Ti,atom,-57.95463,3.6700000000000004e-07,5.9999999999999995e-05,,,-57.95463,3.6700000000000004e-07,-57.522468837232104,0.0
,,,vtz,1,,1,,617.0,SHCI,,,,trail,,Ti,atom,-57.704240000000006,5.7e-08,2.9999999999999997e-05,,,-57.704240000000006,5.7e-08,-57.318310870851406,0.0
,,,vtz,1,,0,,618.0,SHCI,,,,trail,,V,atom,-71.16898,1.017e-06,4e-05,,,-71.16898,1.017e-06,-70.69687058820543,0.0
,,,vtz,1,,1,,619.0,SHCI,,,,trail,,V,atom,-70.91955,1.62e-07,4e-05,,,-70.91955,1.62e-07,-70.47870620861032,0.0
,,,vtz,1,,0,,620.0,SHCI,,,,trail,,Cr,atom,-86.72091999999999,4.48e-07,4e-05,,,-86.72091999999999,4.48e-07,-86.21884242573502,0.0
,,,vtz,1,,1,,621.0,SHCI,,,,trail,,Cr,atom,-86.47298,2.01e-07,2e-05,,,-86.47298,2.01e-07,-85.99858355154308,0.0
,,,vtz,1,,0,,622.0,SHCI,,,,trail,,Mn,atom,-104.06366,9.9e-07,5e-05,,,-104.06366,9.9e-07,-103.51751723050371,0.0
,,,vtz,1,,1,,623.0,SHCI,,,,trail,,Mn,atom,-103.79214,1.99e-07,2e-05,,,-103.79214,1.99e-07,-103.29880070636771,0.0
,,,vtz,1,,0,,624.0,SHCI,,,,trail,,Fe,atom,-123.6572,5.71e-07,1e-05,,,-123.6572,5.71e-07,-123.03857246947872,0.0
,,,vtz,1,,1,,625.0,SHCI,,,,trail,,Fe,atom,-123.36856999999999,5.41e-07,2.9999999999999997e-05,,,-123.36856999999999,5.41e-07,-122.80424852863449,0.0
,,,vtz,1,,0,,626.0,SHCI,,,,trail,,Cu,atom,-197.44464,4.5899999999999997e-07,2e-05,,,-197.44464,4.5899999999999997e-07,-196.56611793957046,0.0
,,,vtz,1,,1,,627.0,SHCI,,,,trail,,Cu,atom,-197.16304,6.5e-07,1e-05,,,-197.16304,6.5e-07,-196.32520712735686,0.0
,,,vqz,2,,0,,628.0,SHCI,,,,trail,,O,atom,-15.839089999999999,5.31e-06,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vqz,2,,1,,629.0,SHCI,,,,trail,,O,atom,-15.3421,0.0,0.0,,,-15.3421,0.0,-15.210758359146777,0.0
,,,vqz,2,,0,,630.0,SHCI,,,,trail,,Sc,atom,-46.474,1.07e-06,4e-05,,,-46.474,1.07e-06,-46.057726629346845,0.0
,,,vqz,2,,1,,631.0,SHCI,,,,trail,,Sc,atom,-46.233109999999996,9.940000000000001e-07,1e-05,,,-46.233109999999996,9.940000000000001e-07,-45.859964744612796,0.0
,,,vqz,2,,0,,632.0,SHCI,,,,trail,,Ti,atom,-57.983,2.24e-06,5e-05,,,-57.983,2.24e-06,-57.52332478221496,0.0
,,,vqz,2,,1,,633.0,SHCI,,,,trail,,Ti,atom,-57.73256,7.33e-07,2e-05,,,-57.73256,7.33e-07,-57.319727268097715,0.0
,,,vqz,2,,0,,634.0,SHCI,,,,trail,,V,atom,-71.20578,1e-05,5.9999999999999995e-05,,,-71.20578,1e-05,-70.69711953301085,0.0
,,,vqz,2,,1,,635.0,SHCI,,,,trail,,V,atom,-70.95759,8.42e-07,0.0,,,-70.95759,8.42e-07,-70.47878254097698,0.0
,,,vqz,2,,0,,636.0,SHCI,,,,trail,,Cr,atom,-86.76760999999999,0.0,1e-05,,,-86.76760999999999,0.0,-86.21909581115591,0.0
,,,vqz,2,,1,,637.0,SHCI,,,,trail,,Cr,atom,-86.51867,1.764e-06,0.0,,,-86.51867,1.764e-06,-85.99861621753384,0.0
,,,vqz,2,,0,,638.0,SHCI,,,,trail,,Mn,atom,-104.11501,3.37e-06,1e-05,,,-104.11501,3.37e-06,-103.51774137665831,0.0
,,,vqz,2,,1,,639.0,SHCI,,,,trail,,Mn,atom,-103.84272,2.375e-06,1e-05,,,-103.84272,2.375e-06,-103.29943473113407,0.0
,,,vqz,2,,0,,640.0,SHCI,,,,trail,,Fe,atom,-123.71675,1.63e-05,5.9999999999999995e-05,,,-123.71675,1.63e-05,-123.03893433543683,0.0
,,,vqz,2,,1,,641.0,SHCI,,,,trail,,Fe,atom,-123.42708999999999,3.122e-06,2.9999999999999997e-05,,,-123.42708999999999,3.122e-06,-122.80506201856676,0.0
,,,vqz,2,,0,,642.0,SHCI,,,,trail,,Cu,atom,-197.53642,1.98e-05,0.0,,,-197.53642,1.98e-05,-196.5663491464669,0.0
,,,vqz,2,,1,,643.0,SHCI,,,,trail,,Cu,atom,-197.25343,3.0119999999999997e-06,1e-05,,,-197.25343,3.0119999999999997e-06,-196.32534219464927,0.0
,,,v5z,3,,0,,644.0,SHCI,,,,trail,,O,atom,-15.84317,0.0,0.0,,,-15.84317,0.0,-15.651935198107855,0.0
,,,v5z,3,,1,,645.0,SHCI,,,,trail,,O,atom,-15.34479,0.0,0.0,,,-15.34479,0.0,-15.210911583355957,0.0
,,,v5z,3,,0,,646.0,SHCI,,,,trail,,Sc,atom,-46.48213,0.0,7e-05,,,-46.48213,0.0,-46.05773792407675,0.0
,,,v5z,3,,1,,647.0,SHCI,,,,trail,,Sc,atom,-46.24115,1.398e-05,1e-05,,,-46.24115,1.398e-05,-45.86020861913251,0.0
,,,v5z,3,,0,,648.0,SHCI,,,,trail,,Ti,atom,-57.99386,0.0,8e-05,,,-57.99386,0.0,-57.52335292738408,0.0
,,,v5z,3,,1,,649.0,SHCI,,,,trail,,Ti,atom,-57.743159999999996,0.0,2e-05,,,-57.743159999999996,0.0,-57.320045716102676,0.0
,,,v5z,3,,0,,650.0,SHCI,,,,trail,,V,atom,-71.21983,0.0,2.9999999999999997e-05,,,-71.21983,0.0,-70.69714489237121,0.0
,,,v5z,3,,1,,651.0,SHCI,,,,trail,,V,atom,-70.97182,0.0,0.0,,,-70.97182,0.0,-70.47890119732277,0.0
,,,v5z,3,,0,,652.0,SHCI,,,,trail,,Cr,atom,-86.78532,0.0,1e-05,,,-86.78532,0.0,-86.21910985180031,0.0
,,,v5z,3,,1,,653.0,SHCI,,,,trail,,Cr,atom,-86.53627,0.0,2.9999999999999997e-05,,,-86.53627,0.0,-85.99871084112391,0.0
,,,v5z,3,,0,,654.0,SHCI,,,,trail,,Mn,atom,-104.13542,4.9e-08,2e-05,,,-104.13542,4.9e-08,-103.51775094214493,0.0
,,,v5z,3,,1,,655.0,SHCI,,,,trail,,Mn,atom,-103.86284,0.0,1e-05,,,-103.86284,0.0,-103.29970385074444,0.0
,,,v5z,3,,0,,656.0,SHCI,,,,trail,,Fe,atom,-123.7418,1.98e-07,2e-05,,,-123.7418,1.98e-07,-123.03901838784545,0.0
,,,v5z,3,,1,,657.0,SHCI,,,,trail,,Fe,atom,-123.45183,3e-08,2e-05,,,-123.45183,3e-08,-122.805367259054,0.0
,,,v5z,3,,0,,658.0,SHCI,,,,trail,,Cu,atom,-197.57608000000002,1.068e-06,1e-05,,,-197.57608000000002,1.068e-06,-196.56638113671772,0.0
,,,v5z,3,,1,,659.0,SHCI,,,,trail,,Cu,atom,-197.29251000000002,3.86e-07,7e-05,,,-197.29251000000002,3.86e-07,-196.32534584685692,0.0
,0.0,,cbs,4,,0,,660.0,DMC(SD),,,,trail,,Cr,atom,-86.756562139902,0.0002814120808893344,0.0,,,-86.80392007105802,0.0,-86.21914367041965,0.0
,1.0,,cbs,4,,1,,661.0,DMC(SD),,,,trail,,Cr,atom,-86.51049693107849,0.0001557846674028642,0.0,,,-86.55468488529472,0.0,-85.99875942985739,0.0
,2.0,,cbs,4,,0,,662.0,DMC(SD),,,,trail,,Cu,atom,-197.54125822352955,0.0007178709178234479,0.0,,,-197.61766150093342,0.0,-196.56638570938966,0.0
,3.0,,cbs,4,,1,,663.0,DMC(SD),,,,trail,,Cu,atom,-197.2634846588237,0.0002588080821680128,0.0,,,-197.3335144795703,0.0,-196.3253521910385,0.0
,4.0,,cbs,4,,0,,664.0,DMC(SD),,,,trail,,Fe,atom,-123.69587079607851,0.00020328549453749856,0.0,,,-123.76799269977768,0.0,-123.03901730654364,0.0
,5.0,,cbs,4,,1,,665.0,DMC(SD),,,,trail,,Fe,atom,-123.41525538725494,0.00021321586716967813,0.0,,,-123.47743064958259,0.0,-122.80533143963957,0.0
,6.0,,cbs,4,,0,,666.0,DMC(SD),,,,trail,,Mn,atom,-104.09653065490204,0.00033647476214044745,0.0,,,-104.15683288610127,0.0,-103.5177600936748,0.0
,7.0,,cbs,4,,1,,667.0,DMC(SD),,,,trail,,Mn,atom,-103.83302670882358,0.00017842794188688898,0.0,,,-103.88361082582092,0.0,-103.29964752336967,0.0
,8.0,,cbs,4,,0,,668.0,DMC(SD),,,,trail,,O,atom,-15.831236959803931,7.177228713696716e-05,0.0,,,-15.84743170708123,0.0,-15.651937613925503,0.0
,9.0,,cbs,4,,1,,669.0,DMC(SD),,,,trail,,O,atom,-15.333215514411776,4.8331322012728726e-05,0.0,,,-15.348000500825666,0.0,-15.211460548925682,0.0
,10.0,,cbs,4,,0,,670.0,DMC(SD),,,,trail,,Sc,atom,-46.458699471274535,0.00018267241869533056,0.0,,,-46.490691481974515,0.0,-46.05778142019411,0.0
,11.0,,cbs,4,,1,,671.0,DMC(SD),,,,trail,,Sc,atom,-46.215581627451016,9.93975825510395e-05,0.0,,,-46.2493458862109,0.0,-45.86022496385589,0.0
,12.0,,cbs,4,,0,,672.0,DMC(SD),,,,trail,,Ti,atom,-57.95304828313729,0.00022675068809899834,0.0,,,-58.00541139925068,0.0,-57.52353975763188,0.0
,13.0,,cbs,4,,1,,673.0,DMC(SD),,,,trail,,Ti,atom,-57.70698608813729,0.0002429982409660472,0.0,,,-57.75414594650641,0.0,-57.32024446051594,0.0
,14.0,,cbs,4,,0,,674.0,DMC(SD),,,,trail,,V,atom,-71.18237480852946,0.00015420142118003803,0.0,,,-71.23455541725886,0.0,-70.69715593256554,0.0
,15.0,,cbs,4,,1,,675.0,DMC(SD),,,,trail,,V,atom,-70.94137559,0.0005214578348631596,0.0,,,-70.98633341776896,0.0,-70.47860927092995,0.0
,0.0,,cbs,4,,0,,676.0,DMC(MD),,,,trail,,Cr,atom,-86.75886516000001,0.0002824896054322788,0.0,,,-86.80392007105802,0.0,-86.21914367041965,0.0
,1.0,,cbs,4,,1,,677.0,DMC(MD),,,,trail,,Cr,atom,-86.51049693107849,0.0001557846674028642,0.0,,,-86.55468488529472,0.0,-85.99875942985739,0.0
,2.0,,cbs,4,,0,,678.0,DMC(MD),,,,trail,,Cu,atom,-197.54125822352955,0.0007178709178234479,0.0,,,-197.61766150093342,0.0,-196.56638570938966,0.0
,3.0,,cbs,4,,1,,679.0,DMC(MD),,,,trail,,Cu,atom,-197.2634846588237,0.0002588080821680128,0.0,,,-197.3335144795703,0.0,-196.3253521910385,0.0
,4.0,,cbs,4,,0,,680.0,DMC(MD),,,,trail,,Fe,atom,-123.71320845,0.00016428533866058709,0.0,,,-123.76799269977768,0.0,-123.03901730654364,0.0
,5.0,,cbs,4,,1,,681.0,DMC(MD),,,,trail,,Fe,atom,-123.4323858,0.00030533047200924623,0.0,,,-123.47743064958259,0.0,-122.80533143963957,0.0
,6.0,,cbs,4,,0,,682.0,DMC(MD),,,,trail,,Mn,atom,-104.1182224,8.386113522086648e-05,0.0,,,-104.15683288610127,0.0,-103.5177600936748,0.0
,7.0,,cbs,4,,1,,683.0,DMC(MD),,,,trail,,Mn,atom,-103.83878445,6.176657382048175e-05,0.0,,,-103.88361082582092,0.0,-103.29964752336967,0.0
,8.0,,cbs,4,,0,,684.0,DMC(MD),,,,trail,,O,atom,-15.84214069,0.0002093451508189188,0.0,,,-15.84743170708123,0.0,-15.651937613925503,0.0
,9.0,,cbs,4,,1,,685.0,DMC(MD),,,,trail,,O,atom,-15.343999345,1.3462952737982465e-05,0.0,,,-15.348000500825666,0.0,-15.211460548925682,0.0
,10.0,,cbs,4,,0,,686.0,DMC(MD),,,,trail,,Sc,atom,-46.46956606000001,0.00014364410843173978,0.0,,,-46.490691481974515,0.0,-46.05778142019411,0.0
,11.0,,cbs,4,,1,,687.0,DMC(MD),,,,trail,,Sc,atom,-46.23043984500001,0.00018581362462616842,0.0,,,-46.2493458862109,0.0,-45.86022496385589,0.0
,12.0,,cbs,4,,0,,688.0,DMC(MD),,,,trail,,Ti,atom,-57.978516715,0.00017509694403377953,0.0,,,-58.00541139925068,0.0,-57.52353975763188,0.0
,13.0,,cbs,4,,1,,689.0,DMC(MD),,,,trail,,Ti,atom,-57.73255985500001,0.00032442999286253984,0.0,,,-57.75414594650641,0.0,-57.32024446051594,0.0
,14.0,,cbs,4,,0,,690.0,DMC(MD),,,,trail,,V,atom,-71.20203687,0.00021623865397783898,0.0,,,-71.23455541725886,0.0,-70.69715593256554,0.0
,15.0,,cbs,4,,1,,691.0,DMC(MD),,,,trail,,V,atom,-70.95485164000002,0.0003487798361381205,0.0,,,-70.98633341776896,0.0,-70.47860927092995,0.0
,,,vdz,0,500.0,0,,708.0,SC-GW,,,,trail,,Fe,atom,-123.5623,0.0,0.0,,,-123.51812,6.459999999999999e-07,-123.03606101031244,0.0
,,,vdz,0,1000.0,1,,709.0,SC-GW,,,,trail,,Fe,atom,-123.29177,0.0,0.0,,,-123.23353999999999,1.2e-07,-122.79860715251272,0.0
,,,vdz,0,1000.0,0,,710.0,SC-GW,,,,trail,,Mn,atom,-103.98210999999999,0.0,0.0,,,-103.94226,4.56e-07,-103.51554736964935,0.0
,,,vdz,0,1000.0,1,,711.0,SC-GW,,,,trail,,Mn,atom,-103.7259,0.0,0.0,,,-103.67336,4.2e-08,-103.29335920887651,0.0
,,,vdz,0,1000.0,0,,712.0,SC-GW,,,,trail,,Sc,atom,-46.4118,0.0,0.0,,,-46.39685,5.4e-08,-46.056720086471316,0.0
,,,vdz,0,1000.0,1,,713.0,SC-GW,,,,trail,,Sc,atom,-46.18374,0.0,0.0,,,-46.15683,0.0,-45.85651158235275,0.0
,,,vdz,0,1000.0,0,,714.0,SC-GW,,,,trail,,Ti,atom,-57.90773000000001,0.0,0.0,,,-57.88305,2.26e-07,-57.52051227493378,0.0
,,,vdz,0,1000.0,1,,715.0,SC-GW,,,,trail,,Ti,atom,-57.671690000000005,0.0,0.0,,,-57.63401999999999,1.1000000000000001e-08,-57.31379021206569,0.0
,,,vdz,0,1000.0,0,,716.0,SC-GW,,,,trail,,V,atom,-71.10911999999999,0.0,0.0,,,-71.07767,3.2600000000000003e-07,-70.69525960473436,0.0
,,,vdz,0,500.0,1,,717.0,SC-GW,,,,trail,,V,atom,-70.86828,0.0,0.0,,,-70.8284,3.2e-08,-70.47804713713508,0.0
,,,vdz,0,1000.0,0,,718.0,SC-GW,,,,trail,,O,atom,-15.8001,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vdz,0,1000.0,1,,719.0,SC-GW,,,,trail,,O,atom,-15.317770000000001,0.0,0.0,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vdz,0,1000.0,0,,720.0,SC-GW,,,,trail,,Cr,atom,-86.66071,0.0,0.0,,,-86.61203,1.24e-07,-86.21795636713652,0.0
,,,vdz,0,1000.0,1,,721.0,SC-GW,,,,trail,,Cr,atom,-86.41707,0.0,0.0,,,-86.37241,4.5999999999999995e-08,-85.99840800159254,0.0
,,,vtz,1,1000.0,0,,722.0,SC-GW,,,,trail,,O,atom,-15.86379,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vtz,1,1000.0,1,,723.0,SC-GW,,,,trail,,O,atom,-15.369620000000001,0.0,0.0,,,-15.33358,0.0,-15.210120374674373,0.0
,,,vtz,1,1000.0,0,,724.0,SC-GW,,,,trail,,Sc,atom,-46.49071,0.0,0.0,,,-46.4523,8.800000000000001e-08,-46.05746799644578,0.0
,,,vtz,1,1000.0,1,,725.0,SC-GW,,,,trail,,Sc,atom,-46.25977,0.0,0.0,,,-46.211490000000005,0.0,-45.85935928101564,0.0
,,,vtz,1,1000.0,0,,726.0,SC-GW,,,,trail,,Ti,atom,-58.00675,0.0,0.0,,,-57.95463,3.6700000000000004e-07,-57.522468837232104,0.0
,,,vtz,1,1000.0,1,,727.0,SC-GW,,,,trail,,Ti,atom,-57.76774,0.0,0.0,,,-57.704240000000006,5.7e-08,-57.318310870851406,0.0
,,,vtz,1,1000.0,0,,728.0,SC-GW,,,,trail,,Cr,atom,-86.80374,0.0,0.0,,,-86.72091999999999,4.48e-07,-86.21884242573502,0.0
,,,vtz,1,1000.0,1,,729.0,SC-GW,,,,trail,,Cr,atom,-86.55105999999999,0.0,0.0,,,-86.47298,2.01e-07,-85.99858355154308,0.0
,,,vtz,1,1000.0,0,,730.0,SC-GW,,,,trail,,Mn,atom,-104.14149,0.0,0.0,,,-104.06366,9.9e-07,-103.51751723050371,0.0
,,,vtz,1,1000.0,1,,731.0,SC-GW,,,,trail,,Mn,atom,-103.88176999999999,0.0,0.0,,,-103.79214,1.99e-07,-103.29880070636771,0.0
,,,vdz,0,,0,,732.0,CIC+Q,,,,trail,,Sc,atom,-46.381910999999995,0.0,0.0,,,-46.39685,5.4e-08,-46.056720086471316,0.0
,,,vdz,0,,1,,733.0,CIC+Q,,,,trail,,Sc,atom,-46.154409,0.0,0.0,,,-46.15683,0.0,-45.85651158235275,0.0
,,,vtz,1,,0,,734.0,CIC+Q,,,,trail,,Sc,atom,-46.432458000000004,0.0,0.0,,,-46.4523,8.800000000000001e-08,-46.05746799644578,0.0
,,,vtz,1,,1,,735.0,CIC+Q,,,,trail,,Sc,atom,-46.206969,0.0,0.0,,,-46.211490000000005,0.0,-45.85935928101564,0.0
,,,vqz,2,,0,,736.0,CIC+Q,,,,trail,,Sc,atom,-46.452381,0.0,0.0,,,-46.474,1.07e-06,-46.057726629346845,0.0
,,,vqz,2,,1,,737.0,CIC+Q,,,,trail,,Sc,atom,-46.227707,0.0,0.0,,,-46.233109999999996,9.940000000000001e-07,-45.859964744612796,0.0
,,,v5z,3,,0,,738.0,CIC+Q,,,,trail,,Sc,atom,-46.459876,0.0,0.0,,,-46.48213,0.0,-46.05773792407675,0.0
,,,v5z,3,,1,,739.0,CIC+Q,,,,trail,,Sc,atom,-46.235428000000006,0.0,0.0,,,-46.24115,1.398e-05,-45.86020861913251,0.0
,,,vdz,0,,0,,740.0,CIC+Q,,,,trail,,Ti,atom,-57.881168,0.0,0.0,,,-57.88305,2.26e-07,-57.52051227493378,0.0
,,,vdz,0,,1,,741.0,CIC+Q,,,,trail,,Ti,atom,-57.634752,0.0,0.0,,,-57.63401999999999,1.1000000000000001e-08,-57.31379021206569,0.0
,,,vtz,1,,0,,742.0,CIC+Q,,,,trail,,Ti,atom,-57.950345,0.0,0.0,,,-57.95463,3.6700000000000004e-07,-57.522468837232104,0.0
,,,vtz,1,,1,,743.0,CIC+Q,,,,trail,,Ti,atom,-57.704664,0.0,0.0,,,-57.704240000000006,5.7e-08,-57.318310870851406,0.0
,,,vqz,2,,0,,744.0,CIC+Q,,,,trail,,Ti,atom,-57.977681000000004,0.0,0.0,,,-57.983,2.24e-06,-57.52332478221496,0.0
,,,vqz,2,,1,,745.0,CIC+Q,,,,trail,,Ti,atom,-57.732656000000006,0.0,0.0,,,-57.73256,7.33e-07,-57.319727268097715,0.0
,,,v5z,3,,0,,746.0,CIC+Q,,,,trail,,Ti,atom,-57.987981999999995,0.0,0.0,,,-57.99386,0.0,-57.52335292738408,0.0
,,,v5z,3,,1,,747.0,CIC+Q,,,,trail,,Ti,atom,-57.743131999999996,0.0,0.0,,,-57.743159999999996,0.0,-57.320045716102676,0.0
,,,vtz,1,,0,,748.0,CIC+Q,,,,trail,,V,atom,-71.164295,0.0,0.0,,,-71.16898,1.017e-06,-70.69687058820543,0.0
,,,vqz,2,,0,,749.0,CIC+Q,,,,trail,,V,atom,-71.201002,0.0,0.0,,,-71.20578,1e-05,-70.69711953301085,0.0
,,,vdz,0,,0,,750.0,CIC+Q,,,,trail,,Cr,atom,-86.592315,0.0,0.0,,,-86.61203,1.24e-07,-86.21795636713652,0.0
,,,vdz,0,,1,,751.0,CIC+Q,,,,trail,,Cr,atom,-86.357997,0.0,0.0,,,-86.37241,4.5999999999999995e-08,-85.99840800159254,0.0
,,,vtz,1,,0,,752.0,CIC+Q,,,,trail,,Cr,atom,-86.688586,0.0,0.0,,,-86.72091999999999,4.48e-07,-86.21884242573502,0.0
,,,vtz,1,,1,,753.0,CIC+Q,,,,trail,,Cr,atom,-86.449504,0.0,0.0,,,-86.47298,2.01e-07,-85.99858355154308,0.0
,,,vqz,2,,0,,754.0,CIC+Q,,,,trail,,Cr,atom,-86.73079399999999,0.0,0.0,,,-86.76760999999999,0.0,-86.21909581115591,0.0
,,,vqz,2,,1,,755.0,CIC+Q,,,,trail,,Cr,atom,-86.491626,0.0,0.0,,,-86.51867,1.764e-06,-85.99861621753384,0.0
,,,v5z,3,,0,,756.0,CIC+Q,,,,trail,,Cr,atom,-86.74702099999999,0.0,0.0,,,-86.78532,0.0,-86.21910985180031,0.0
,,,v5z,3,,1,,757.0,CIC+Q,,,,trail,,Cr,atom,-86.50796899999999,0.0,0.0,,,-86.53627,0.0,-85.99871084112391,0.0
,,,vdz,0,,0,,758.0,CIC+Q,,,,trail,,Mn,atom,-103.93956999999999,0.0,0.0,,,-103.94226,4.56e-07,-103.51554736964935,0.0
,,,vdz,0,,1,,759.0,CIC+Q,,,,trail,,Mn,atom,-103.67259399999999,0.0,0.0,,,-103.67336,4.2e-08,-103.29335920887651,0.0
,,,vtz,1,,0,,760.0,CIC+Q,,,,trail,,Mn,atom,-104.05747099999999,0.0,0.0,,,-104.06366,9.9e-07,-103.51751723050371,0.0
,,,vtz,1,,1,,761.0,CIC+Q,,,,trail,,Mn,atom,-103.789268,0.0,0.0,,,-103.79214,1.99e-07,-103.29880070636771,0.0
,,,vqz,2,,0,,762.0,CIC+Q,,,,trail,,Mn,atom,-104.107301,0.0,0.0,,,-104.11501,3.37e-06,-103.51774137665831,0.0
,,,vqz,2,,1,,763.0,CIC+Q,,,,trail,,Mn,atom,-103.838894,0.0,0.0,,,-103.84272,2.375e-06,-103.29943473113407,0.0
,,,v5z,3,,0,,764.0,CIC+Q,,,,trail,,Mn,atom,-104.127183,0.0,0.0,,,-104.13542,4.9e-08,-103.51775094214493,0.0
,,,v5z,3,,1,,765.0,CIC+Q,,,,trail,,Mn,atom,-103.858587,0.0,0.0,,,-103.86284,0.0,-103.29970385074444,0.0
,,,vtz,1,,0,,766.0,CIC+Q,,,,trail,,Fe,atom,-123.64795600000001,0.0,0.0,,,-123.6572,5.71e-07,-123.03857246947872,0.0
