Number-of-determinants,Unnamed: 0,Unnamed: 0.1,basis,basisindex,beta,charge,dmrg(var),index,method,ncas,ncore,note,pseudopotential,pyscf-version.1,system,systype,totalenergy,totalenergy-stocherr,totalenergy-syserr,trial-wavefunction,truncation-weight,SHCIref,SHCIreferr,HFref,HFreferr
,,,vqz,2,,1,,297.0,UCCSD,,,,trail,,Cr,atom,-86.50525415684963,0.0,0.0,,,-86.51867,1.764e-06,-85.99861621753384,0.0
,,,vqz,2,,0,,298.0,UCCSD,,,,trail,,Mn,atom,-104.09688340039624,0.0,0.0,,,-104.11501,3.37e-06,-103.51774137665831,0.0
,,,vqz,2,,1,,299.0,UCCSD,,,,trail,,Mn,atom,-103.83019314612024,0.0,0.0,,,-103.84272,2.375e-06,-103.29943473113407,0.0
,,,vqz,2,,0,,300.0,UCCSD,,,,trail,,Fe,atom,-123.69608273141209,0.0,0.0,,,-123.71675,1.63e-05,-123.03893433543683,0.0
,,,vqz,2,,1,,301.0,UCCSD,,,,trail,,Fe,atom,-123.41257068133524,0.0,0.0,,,-123.42708999999999,3.122e-06,-122.80506201856676,0.0
,,,vqz,2,,0,,302.0,UCCSD,,,,trail,,Cu,atom,-197.5052619390659,0.0,0.0,,,-197.53642,1.98e-05,-196.5663491464669,0.0
,,,vqz,2,,1,,303.0,UCCSD,,,,trail,,Cu,atom,-197.22892381725342,0.0,0.0,,,-197.25343,3.0119999999999997e-06,-196.32534219464927,0.0
,,,v5z,3,,0,,304.0,UCCSD,,,,trail,,O,atom,-15.83868452648737,0.0,0.0,,,-15.84317,0.0,-15.651935198107855,0.0
,,,v5z,3,,1,,305.0,UCCSD,,,,trail,,O,atom,-15.342397226918795,0.0,0.0,,,-15.34479,0.0,-15.210911583355957,0.0
,,,v5z,3,,0,,306.0,UCCSD,,,,trail,,Sc,atom,-46.4649768160275,0.0,0.0,,,-46.48213,0.0,-46.05773792407675,0.0
,,,v5z,3,,1,,307.0,UCCSD,,,,trail,,Sc,atom,-46.22894630104592,0.0,0.0,,,-46.24115,1.398e-05,-45.86020861913251,0.0
,,,v5z,3,,0,,308.0,UCCSD,,,,trail,,Ti,atom,-57.976024725428076,0.0,0.0,,,-57.99386,0.0,-57.52335292738408,0.0
,,,v5z,3,,1,,309.0,UCCSD,,,,trail,,Ti,atom,-57.730914761840964,0.0,0.0,,,-57.743159999999996,0.0,-57.320045716102676,0.0
,,,v5z,3,,0,,310.0,UCCSD,,,,trail,,V,atom,-71.2010143606209,0.0,0.0,,,-71.21983,0.0,-70.69714489237121,0.0
,,,v5z,3,,1,,311.0,UCCSD,,,,trail,,V,atom,-70.9579715407137,0.0,0.0,,,-70.97182,0.0,-70.47890119732277,0.0
,,,v5z,3,,0,,312.0,UCCSD,,,,trail,,Cr,atom,-86.76784385163063,0.0,0.0,,,-86.78532,0.0,-86.21910985180031,0.0
,,,v5z,3,,1,,313.0,UCCSD,,,,trail,,Cr,atom,-86.522101589246,0.0,0.0,,,-86.53627,0.0,-85.99871084112391,0.0
,,,v5z,3,,0,,314.0,UCCSD,,,,trail,,Mn,atom,-104.11650854784256,0.0,0.0,,,-104.13542,4.9e-08,-103.51775094214493,0.0
,,,v5z,3,,1,,315.0,UCCSD,,,,trail,,Mn,atom,-103.84959934460872,0.0,0.0,,,-103.86284,0.0,-103.29970385074444,0.0
,,,v5z,3,,0,,316.0,UCCSD,,,,trail,,Fe,atom,-123.7202895244198,0.0,0.0,,,-123.7418,1.98e-07,-123.03901838784545,0.0
,,,v5z,3,,1,,317.0,UCCSD,,,,trail,,Fe,atom,-123.43650116773459,0.0,0.0,,,-123.45183,3e-08,-122.805367259054,0.0
,,,v5z,3,,0,,318.0,UCCSD,,,,trail,,Cu,atom,-197.5436642703226,0.0,0.0,,,-197.57608000000002,1.068e-06,-196.56638113671772,0.0
,,,v5z,3,,1,,319.0,UCCSD,,,,trail,,Cu,atom,-197.26680808774643,0.0,0.0,,,-197.29251000000002,3.86e-07,-196.32534584685692,0.0
,,,vdz,0,,0,,384.0,UCCSD(T),,,,trail,,O,atom,-15.780940991055198,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vdz,0,,1,,385.0,UCCSD(T),,,,trail,,O,atom,-15.30053760534081,0.0,0.0,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vdz,0,,0,,386.0,UCCSD(T),,,,trail,,Sc,atom,-46.395538091717555,0.0,0.0,,,-46.39685,5.4e-08,-46.056720086471316,0.0
,,,vdz,0,,1,,387.0,UCCSD(T),,,,trail,,Sc,atom,-46.15618407235456,0.0,0.0,,,-46.15683,0.0,-45.85651158235275,0.0
,,,vdz,0,,0,,388.0,UCCSD(T),,,,trail,,Ti,atom,-57.88171776090778,0.0,0.0,,,-57.88305,2.26e-07,-57.52051227493378,0.0
,,,vdz,0,,1,,389.0,UCCSD(T),,,,trail,,Ti,atom,-57.633436117797956,0.0,0.0,,,-57.63401999999999,1.1000000000000001e-08,-57.31379021206569,0.0
,,,vdz,0,,0,,390.0,UCCSD(T),,,,trail,,V,atom,-71.07640366831104,0.0,0.0,,,-71.07767,3.2600000000000003e-07,-70.69525960473436,0.0
,,,vdz,0,,1,,391.0,UCCSD(T),,,,trail,,V,atom,-70.8278361972832,0.0,0.0,,,-70.8284,3.2e-08,-70.47804713713508,0.0
,,,vdz,0,,0,,392.0,UCCSD(T),,,,trail,,Cr,atom,-86.61132649841602,0.0,0.0,,,-86.61203,1.24e-07,-86.21795636713652,0.0
,,,vdz,0,,1,,393.0,UCCSD(T),,,,trail,,Cr,atom,-86.37192673719818,0.0,0.0,,,-86.37241,4.5999999999999995e-08,-85.99840800159254,0.0
,,,vdz,0,,0,,394.0,UCCSD(T),,,,trail,,Mn,atom,-103.94164716850834,0.0,0.0,,,-103.94226,4.56e-07,-103.51554736964935,0.0
,,,vdz,0,,1,,395.0,UCCSD(T),,,,trail,,Mn,atom,-103.67313363230451,0.0,0.0,,,-103.67336,4.2e-08,-103.29335920887651,0.0
,,,vdz,0,,0,,396.0,UCCSD(T),,,,trail,,Fe,atom,-123.517338779438,0.0,0.0,,,-123.51812,6.459999999999999e-07,-123.03606101031244,0.0
,,,vdz,0,,1,,397.0,UCCSD(T),,,,trail,,Fe,atom,-123.23318195569523,0.0,0.0,,,-123.23353999999999,1.2e-07,-122.79860715251272,0.0
,,,vdz,0,,0,,398.0,UCCSD(T),,,,trail,,Cu,atom,-197.23550602653444,0.0,0.0,,,-197.2369,1.152e-06,-196.56440183256336,0.0
,,,vdz,0,,1,,399.0,UCCSD(T),,,,trail,,Cu,atom,-196.96613540024933,0.0,0.0,,,-196.96723,1.474e-06,-196.32402730647453,0.0
,,,vtz,1,,0,,400.0,UCCSD(T),,,,trail,,O,atom,-15.826581649979662,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vtz,1,,1,,401.0,UCCSD(T),,,,trail,,O,atom,-15.333332401713635,0.0,0.0,,,-15.33358,0.0,-15.210120374674373,0.0
,,,vtz,1,,0,,402.0,UCCSD(T),,,,trail,,Sc,atom,-46.450755995567036,0.0,0.0,,,-46.4523,8.800000000000001e-08,-46.05746799644578,0.0
,,,vtz,1,,1,,403.0,UCCSD(T),,,,trail,,Sc,atom,-46.21076630565196,0.0,0.0,,,-46.211490000000005,0.0,-45.85935928101564,0.0
,,,vtz,1,,0,,404.0,UCCSD(T),,,,trail,,Ti,atom,-57.95305004477432,0.0,0.0,,,-57.95463,3.6700000000000004e-07,-57.522468837232104,0.0
,,,vtz,1,,1,,405.0,UCCSD(T),,,,trail,,Ti,atom,-57.70356698749631,0.0,0.0,,,-57.704240000000006,5.7e-08,-57.318310870851406,0.0
,,,vtz,1,,0,,406.0,UCCSD(T),,,,trail,,V,atom,-71.16742006980368,0.0,0.0,,,-71.16898,1.017e-06,-70.69687058820543,0.0
,,,vtz,1,,1,,407.0,UCCSD(T),,,,trail,,V,atom,-70.9190557573661,0.0,0.0,,,-70.91955,1.62e-07,-70.47870620861032,0.0
,,,vtz,1,,0,,408.0,UCCSD(T),,,,trail,,Cr,atom,-86.72051663814709,0.0,0.0,,,-86.72091999999999,4.48e-07,-86.21884242573502,0.0
,,,vtz,1,,1,,409.0,UCCSD(T),,,,trail,,Cr,atom,-86.47274836324767,0.0,0.0,,,-86.47298,2.01e-07,-85.99858355154308,0.0
,,,vtz,1,,0,,410.0,UCCSD(T),,,,trail,,Mn,atom,-104.06308129961508,0.0,0.0,,,-104.06366,9.9e-07,-103.51751723050371,0.0
,,,vtz,1,,1,,411.0,UCCSD(T),,,,trail,,Mn,atom,-103.79202851111685,0.0,0.0,,,-103.79214,1.99e-07,-103.29880070636771,0.0
,,,vtz,1,,0,,412.0,UCCSD(T),,,,trail,,Fe,atom,-123.65662567308549,0.0,0.0,,,-123.6572,5.71e-07,-123.03857246947872,0.0
,,,vtz,1,,1,,413.0,UCCSD(T),,,,trail,,Fe,atom,-123.36850031124139,0.0,0.0,,,-123.36856999999999,5.41e-07,-122.80424852863449,0.0
,,,vtz,1,,0,,414.0,UCCSD(T),,,,trail,,Cu,atom,-197.4460022897451,0.0,0.0,,,-197.44464,4.5899999999999997e-07,-196.56611793957046,0.0
,,,vtz,1,,1,,415.0,UCCSD(T),,,,trail,,Cu,atom,-197.1643579767204,0.0,0.0,,,-197.16304,6.5e-07,-196.32520712735686,0.0
,,,vqz,2,,0,,416.0,UCCSD(T),,,,trail,,O,atom,-15.838667503657177,0.0,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vqz,2,,1,,417.0,UCCSD(T),,,,trail,,O,atom,-15.341863017302975,0.0,0.0,,,-15.3421,0.0,-15.210758359146777,0.0
,,,vqz,2,,0,,418.0,UCCSD(T),,,,trail,,Sc,atom,-46.472386821600544,0.0,0.0,,,-46.474,1.07e-06,-46.057726629346845,0.0
,,,vqz,2,,1,,419.0,UCCSD(T),,,,trail,,Sc,atom,-46.232373195166645,0.0,0.0,,,-46.233109999999996,9.940000000000001e-07,-45.859964744612796,0.0
,,,vqz,2,,0,,420.0,UCCSD(T),,,,trail,,Ti,atom,-57.98136602548021,0.0,0.0,,,-57.983,2.24e-06,-57.52332478221496,0.0
,,,vqz,2,,1,,421.0,UCCSD(T),,,,trail,,Ti,atom,-57.73183768623279,0.0,0.0,,,-57.73256,7.33e-07,-57.319727268097715,0.0
,,,vqz,2,,0,,422.0,UCCSD(T),,,,trail,,V,atom,-71.20422204806765,0.0,0.0,,,-71.20578,1e-05,-70.69711953301085,0.0
,,,vqz,2,,1,,423.0,UCCSD(T),,,,trail,,V,atom,-70.9571086872763,0.0,0.0,,,-70.95759,8.42e-07,-70.47878254097698,0.0
,,,vqz,2,,0,,424.0,UCCSD(T),,,,trail,,Cr,atom,-86.7672093699367,0.0,0.0,,,-86.76760999999999,0.0,-86.21909581115591,0.0
,,,vqz,2,,1,,425.0,UCCSD(T),,,,trail,,Cr,atom,-86.51849100915524,0.0,0.0,,,-86.51867,1.764e-06,-85.99861621753384,0.0
,,,vqz,2,,0,,426.0,UCCSD(T),,,,trail,,Mn,atom,-104.11434621282784,0.0,0.0,,,-104.11501,3.37e-06,-103.51774137665831,0.0
,,,vqz,2,,1,,427.0,UCCSD(T),,,,trail,,Mn,atom,-103.84263303812263,0.0,0.0,,,-103.84272,2.375e-06,-103.29943473113407,0.0
,,,vqz,2,,0,,428.0,UCCSD(T),,,,trail,,Fe,atom,-123.716045691013,0.0,0.0,,,-123.71675,1.63e-05,-123.03893433543683,0.0
,,,vqz,2,,1,,429.0,UCCSD(T),,,,trail,,Fe,atom,-123.42704482339545,0.0,0.0,,,-123.42708999999999,3.122e-06,-122.80506201856676,0.0
,,,vqz,2,,0,,430.0,UCCSD(T),,,,trail,,Cu,atom,-197.5385379725996,0.0,0.0,,,-197.53642,1.98e-05,-196.5663491464669,0.0
,,,vqz,2,,1,,431.0,UCCSD(T),,,,trail,,Cu,atom,-197.255395094616,0.0,0.0,,,-197.25343,3.0119999999999997e-06,-196.32534219464927,0.0
,,,v5z,3,,0,,432.0,UCCSD(T),,,,trail,,O,atom,-15.842771458186688,0.0,0.0,,,-15.84317,0.0,-15.651935198107855,0.0
,,,v5z,3,,1,,433.0,UCCSD(T),,,,trail,,O,atom,-15.344564764066364,0.0,0.0,,,-15.34479,0.0,-15.210911583355957,0.0
,,,v5z,3,,0,,434.0,UCCSD(T),,,,trail,,Sc,atom,-46.48054490795406,0.0,0.0,,,-46.48213,0.0,-46.05773792407675,0.0
,,,v5z,3,,1,,435.0,UCCSD(T),,,,trail,,Sc,atom,-46.24045566404746,0.0,0.0,,,-46.24115,1.398e-05,-45.86020861913251,0.0
,,,v5z,3,,0,,436.0,UCCSD(T),,,,trail,,Ti,atom,-57.99212889389654,0.0,0.0,,,-57.99386,0.0,-57.52335292738408,0.0
,,,v5z,3,,1,,437.0,UCCSD(T),,,,trail,,Ti,atom,-57.742483320269784,0.0,0.0,,,-57.743159999999996,0.0,-57.320045716102676,0.0
,,,v5z,3,,0,,438.0,UCCSD(T),,,,trail,,V,atom,-71.21818471039809,0.0,0.0,,,-71.21983,0.0,-70.69714489237121,0.0
,,,v5z,3,,1,,439.0,UCCSD(T),,,,trail,,V,atom,-70.97139713879041,0.0,0.0,,,-70.97182,0.0,-70.47890119732277,0.0
,,,v5z,3,,0,,440.0,UCCSD(T),,,,trail,,Cr,atom,-86.78498257358402,0.0,0.0,,,-86.78532,0.0,-86.21910985180031,0.0
,,,v5z,3,,1,,441.0,UCCSD(T),,,,trail,,Cr,atom,-86.53605562617149,0.0,0.0,,,-86.53627,0.0,-85.99871084112391,0.0
,,,v5z,3,,0,,442.0,UCCSD(T),,,,trail,,Mn,atom,-104.13488088729972,0.0,0.0,,,-104.13542,4.9e-08,-103.51775094214493,0.0
,,,v5z,3,,1,,443.0,UCCSD(T),,,,trail,,Mn,atom,-103.86282728872845,0.0,0.0,,,-103.86284,0.0,-103.29970385074444,0.0
,,,v5z,3,,0,,444.0,UCCSD(T),,,,trail,,Fe,atom,-123.74129243383345,0.0,0.0,,,-123.7418,1.98e-07,-123.03901838784545,0.0
,,,v5z,3,,1,,445.0,UCCSD(T),,,,trail,,Fe,atom,-123.45186692152019,0.0,0.0,,,-123.45183,3e-08,-122.805367259054,0.0
,,,v5z,3,,0,,446.0,UCCSD(T),,,,trail,,Cu,atom,-197.57860172662342,0.0,0.0,,,-197.57608000000002,1.068e-06,-196.56638113671772,0.0
,,,v5z,3,,1,,447.0,UCCSD(T),,,,trail,,Cu,atom,-197.2947540285221,0.0,0.0,,,-197.29251000000002,3.86e-07,-196.32534584685692,0.0
,,,vdz,0,1000.0,0,,512.0,GF2,,,,trail,,O,atom,-15.7623,0.0,0.0,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vtz,1,1000.0,0,,513.0,GF2,,,,trail,,O,atom,-15.8065,0.0,0.0,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vqz,2,1000.0,0,,514.0,GF2,,,,trail,,O,atom,-15.8199,0.0,0.0,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vdz,0,1000.0,1,,515.0,GF2,,,,trail,,O,atom,-15.2841,0.0,0.0,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vtz,1,1000.0,1,,516.0,GF2,,,,trail,,O,atom,-15.316,0.0,0.0,,,-15.33358,0.0,-15.210120374674373,0.0
,,,vqz,2,1000.0,1,,517.0,GF2,,,,trail,,O,atom,-15.3258,0.0,0.0,,,-15.3421,0.0,-15.210758359146777,0.0
,,,vdz,0,1000.0,0,,518.0,SEET(FCI/GF2),,,,trail,,O,atom,-15.7786,0.0,0.00033999999999999997,,,-15.78125,0.0,-15.650898615762124,0.0
,,,vtz,1,1000.0,0,,519.0,SEET(FCI/GF2),,,,trail,,O,atom,-15.8241,0.0,0.0001,,,-15.827020000000001,0.0,-15.65178729066239,0.0
,,,vqz,2,1000.0,0,,520.0,SEET(FCI/GF2),,,,trail,,O,atom,-15.8357,0.0,7e-05,,,-15.839089999999999,5.31e-06,-15.651914835093455,0.0
,,,vdz,0,1000.0,1,,521.0,SEET(FCI/GF2),,,,trail,,O,atom,-15.2974,0.0,9e-05,,,-15.300670000000002,0.0,-15.209469738930444,0.0
,,,vtz,1,1000.0,1,,522.0,SEET(FCI/GF2),,,,trail,,O,atom,-15.332,0.0,9e-05,,,-15.33358,0.0,-15.210120374674373,0.0
,,,vqz,2,1000.0,1,,523.0,SEET(FCI/GF2),,,,trail,,O,atom,-15.3418,0.0,2.9999999999999997e-05,,,-15.3421,0.0,-15.210758359146777,0.0
,,,vdz,0,1000.0,0,,524.0,GF2,,,,trail,,Sc,atom,-46.3631,0.0,0.0,,,-46.39685,5.4e-08,-46.056720086471316,0.0
,,,vtz,1,1000.0,0,,525.0,GF2,,,,trail,,Sc,atom,-46.4174,0.0,0.0,,,-46.4523,8.800000000000001e-08,-46.05746799644578,0.0
,,,vqz,2,1000.0,0,,526.0,GF2,,,,trail,,Sc,atom,-46.442,0.0,0.0,,,-46.474,1.07e-06,-46.057726629346845,0.0
,,,vdz,0,1000.0,1,,527.0,GF2,,,,trail,,Sc,atom,-46.1304,0.0,0.0,,,-46.15683,0.0,-45.85651158235275,0.0
,,,vtz,1,1000.0,1,,528.0,GF2,,,,trail,,Sc,atom,-46.1814,0.0,0.0,,,-46.211490000000005,0.0,-45.85935928101564,0.0
,,,vqz,2,1000.0,1,,529.0,GF2,,,,trail,,Sc,atom,-46.2052,0.0,0.0,,,-46.233109999999996,9.940000000000001e-07,-45.859964744612796,0.0
,,,vdz,0,1000.0,0,,530.0,SEET(FCI/GF2),,,,trail,,Sc,atom,-46.3946,0.0,0.00047999999999999996,,,-46.39685,5.4e-08,-46.056720086471316,0.0
,,,vtz,1,1000.0,0,,531.0,SEET(FCI/GF2),,,,trail,,Sc,atom,-46.4476,0.0,0.00047999999999999996,,,-46.4523,8.800000000000001e-08,-46.05746799644578,0.0
,,,vqz,2,1000.0,0,,532.0,SEET(FCI/GF2),,,,trail,,Sc,atom,-46.4737,0.0,0.0,,,-46.474,1.07e-06,-46.057726629346845,0.0
,,,vdz,0,1000.0,1,,533.0,SEET(FCI/GF2),,,,trail,,Sc,atom,-46.1559,0.0,0.00047999999999999996,,,-46.15683,0.0,-45.85651158235275,0.0
,,,vtz,1,1000.0,1,,534.0,SEET(FCI/GF2),,,,trail,,Sc,atom,-46.2084,0.0,0.0007700000000000001,,,-46.211490000000005,0.0,-45.85935928101564,0.0
,,,vqz,2,1000.0,1,,535.0,SEET(FCI/GF2),,,,trail,,Sc,atom,-46.2326,0.0,0.0018,,,-46.233109999999996,9.940000000000001e-07,-45.859964744612796,0.0
,,,vdz,0,1000.0,0,,536.0,GF2,,,,trail,,Ti,atom,-57.8498,0.0,0.0,,,-57.88305,2.26e-07,-57.52051227493378,0.0
,,,vtz,1,1000.0,0,,537.0,GF2,,,,trail,,Ti,atom,-57.92,0.0,0.0,,,-57.95463,3.6700000000000004e-07,-57.522468837232104,0.0
,,,vqz,2,1000.0,0,,538.0,GF2,,,,trail,,Ti,atom,-57.9513,0.0,0.0,,,-57.983,2.24e-06,-57.52332478221496,0.0
,,,vdz,0,1000.0,1,,539.0,GF2,,,,trail,,Ti,atom,-57.6326,0.0,0.0,,,-57.63401999999999,1.1000000000000001e-08,-57.31379021206569,0.0
,,,vtz,1,1000.0,1,,540.0,GF2,,,,trail,,Ti,atom,-57.7035,0.0,0.0,,,-57.704240000000006,5.7e-08,-57.318310870851406,0.0
,,,vqz,2,1000.0,1,,541.0,GF2,,,,trail,,Ti,atom,-57.7306,0.0,0.0,,,-57.73256,7.33e-07,-57.319727268097715,0.0
,,,vdz,0,1000.0,0,,542.0,SEET(FCI/GF2),,,,trail,,Ti,atom,-57.8851,0.0,0.00025,,,-57.88305,2.26e-07,-57.52051227493378,0.0
,,,vtz,1,1000.0,0,,543.0,SEET(FCI/GF2),,,,trail,,Ti,atom,-57.9547,0.0,0.00021,,,-57.95463,3.6700000000000004e-07,-57.522468837232104,0.0
,,,vqz,2,1000.0,0,,544.0,SEET(FCI/GF2),,,,trail,,Ti,atom,-57.9814,0.0,0.0004,,,-57.983,2.24e-06,-57.52332478221496,0.0
,,,vdz,0,1000.0,1,,545.0,SEET(FCI/GF2),,,,trail,,Ti,atom,-57.6324,0.0,8e-05,,,-57.63401999999999,1.1000000000000001e-08,-57.31379021206569,0.0
,,,vtz,1,1000.0,1,,546.0,SEET(FCI/GF2),,,,trail,,Ti,atom,-57.7032,0.0,0.0006900000000000001,,,-57.704240000000006,5.7e-08,-57.318310870851406,0.0
,,,vqz,2,1000.0,1,,547.0,SEET(FCI/GF2),,,,trail,,Ti,atom,-57.7302,0.0,0.0,,,-57.73256,7.33e-07,-57.319727268097715,0.0
,,,vdz,0,1000.0,0,,548.0,GF2,,,,trail,,V,atom,-71.047,0.0,0.0,,,-71.07767,3.2600000000000003e-07,-70.69525960473436,0.0
,,,vtz,1,1000.0,0,,549.0,GF2,,,,trail,,V,atom,-71.1373,0.0,0.0,,,-71.16898,1.017e-06,-70.69687058820543,0.0
,,,vqz,2,1000.0,0,,550.0,GF2,,,,trail,,V,atom,-71.1693,0.0,0.0,,,-71.20578,1e-05,-70.69711953301085,0.0
,,,vdz,0,1000.0,1,,551.0,GF2,,,,trail,,V,atom,-70.8136,0.0,0.0,,,-70.8284,3.2e-08,-70.47804713713508,0.0
,,,vtz,1,1000.0,1,,552.0,GF2,,,,trail,,V,atom,-70.9006,0.0,0.0,,,-70.91955,1.62e-07,-70.47870620861032,0.0
,,,vqz,2,1000.0,1,,553.0,GF2,,,,trail,,V,atom,-70.9418,0.0,0.0,,,-70.95759,8.42e-07,-70.47878254097698,0.0
,,,vdz,0,1000.0,0,,554.0,SEET(FCI/GF2),,,,trail,,V,atom,-71.0775,0.0,0.00045999999999999996,,,-71.07767,3.2600000000000003e-07,-70.69525960473436,0.0
,,,vtz,1,1000.0,0,,555.0,SEET(FCI/GF2),,,,trail,,V,atom,-71.167,0.0,0.0,,,-71.16898,1.017e-06,-70.69687058820543,0.0
,,,vqz,2,1000.0,0,,556.0,SEET(FCI/GF2),,,,trail,,V,atom,-71.2031,0.0,0.00016,,,-71.20578,1e-05,-70.69711953301085,0.0
,,,vdz,0,1000.0,1,,557.0,SEET(FCI/GF2),,,,trail,,V,atom,-70.8266,0.0,5.9999999999999995e-05,,,-70.8284,3.2e-08,-70.47804713713508,0.0
,,,vtz,1,1000.0,1,,558.0,SEET(FCI/GF2),,,,trail,,V,atom,-70.9164,0.0,0.00022999999999999998,,,-70.91955,1.62e-07,-70.47870620861032,0.0
,,,vqz,2,1000.0,1,,559.0,SEET(FCI/GF2),,,,trail,,V,atom,-70.956,0.0,7e-05,,,-70.95759,8.42e-07,-70.47878254097698,0.0
,,,vdz,0,1000.0,0,,560.0,GF2,,,,trail,,Cr,atom,-86.6085,0.0,0.0,,,-86.61203,1.24e-07,-86.21795636713652,0.0
,,,vtz,1,1000.0,0,,561.0,GF2,,,,trail,,Cr,atom,-86.7149,0.0,0.0,,,-86.72091999999999,4.48e-07,-86.21884242573502,0.0
,,,vqz,2,1000.0,0,,562.0,GF2,,,,trail,,Cr,atom,-86.7639,0.0,0.0,,,-86.76760999999999,0.0,-86.21909581115591,0.0
,,,vdz,0,1000.0,1,,563.0,GF2,,,,trail,,Cr,atom,-86.3658,0.0,0.0,,,-86.37241,4.5999999999999995e-08,-85.99840800159254,0.0
,,,vtz,1,1000.0,1,,564.0,GF2,,,,trail,,Cr,atom,-86.4635,0.0,0.0,,,-86.47298,2.01e-07,-85.99858355154308,0.0
,,,vqz,2,1000.0,1,,565.0,GF2,,,,trail,,Cr,atom,-86.5114,0.0,0.0,,,-86.51867,1.764e-06,-85.99861621753384,0.0
,,,vdz,0,1000.0,0,,566.0,SEET(FCI/GF2),,,,trail,,Cr,atom,-86.6116,0.0,0.0,,,-86.61203,1.24e-07,-86.21795636713652,0.0
,,,vtz,1,1000.0,0,,567.0,SEET(FCI/GF2),,,,trail,,Cr,atom,-86.7173,0.0,0.00011,,,-86.72091999999999,4.48e-07,-86.21884242573502,0.0
,,,vqz,2,1000.0,0,,568.0,SEET(FCI/GF2),,,,trail,,Cr,atom,-86.7657,0.0,0.0,,,-86.76760999999999,0.0,-86.21909581115591,0.0
,,,vdz,0,1000.0,1,,569.0,SEET(FCI/GF2),,,,trail,,Cr,atom,-86.3714,0.0,7e-05,,,-86.37241,4.5999999999999995e-08,-85.99840800159254,0.0
,,,vtz,1,1000.0,1,,570.0,SEET(FCI/GF2),,,,trail,,Cr,atom,-86.4697,0.0,0.00022,,,-86.47298,2.01e-07,-85.99858355154308,0.0
,,,vqz,2,1000.0,1,,571.0,SEET(FCI/GF2),,,,trail,,Cr,atom,-86.5188,0.0,0.00016,,,-86.51867,1.764e-06,-85.99861621753384,0.0
,,,vdz,0,1000.0,0,,572.0,GF2,,,,trail,,Mn,atom,-103.9274,0.0,0.0,,,-103.94226,4.56e-07,-103.51554736964935,0.0
,,,vtz,1,1000.0,0,,573.0,GF2,,,,trail,,Mn,atom,-104.049,0.0,0.0,,,-104.06366,9.9e-07,-103.51751723050371,0.0
,,,vqz,2,1000.0,0,,574.0,GF2,,,,trail,,Mn,atom,-104.1029,0.0,0.0,,,-104.11501,3.37e-06,-103.51774137665831,0.0
,,,vdz,0,1000.0,1,,575.0,GF2,,,,trail,,Mn,atom,-103.667,0.0,0.0,,,-103.67336,4.2e-08,-103.29335920887651,0.0
,,,vtz,1,1000.0,1,,576.0,GF2,,,,trail,,Mn,atom,-103.783,0.0,0.0,,,-103.79214,1.99e-07,-103.29880070636771,0.0
,,,vqz,2,1000.0,1,,577.0,GF2,,,,trail,,Mn,atom,-103.8354,0.0,0.0,,,-103.84272,2.375e-06,-103.29943473113407,0.0
,,,vdz,0,1000.0,0,,578.0,SEET(FCI/GF2),,,,trail,,Mn,atom,-103.9438,0.0,0.0,,,-103.94226,4.56e-07,-103.51554736964935,0.0
,,,vtz,1,1000.0,0,,579.0,SEET(FCI/GF2),,,,trail,,Mn,atom,-104.0654,0.0,5e-05,,,-104.06366,9.9e-07,-103.51751723050371,0.0
,,,vqz,2,1000.0,0,,580.0,SEET(FCI/GF2),,,,trail,,Mn,atom,-104.1166,0.0,5e-05,,,-104.11501,3.37e-06,-103.51774137665831,0.0
,,,vdz,0,1000.0,1,,581.0,SEET(FCI/GF2),,,,trail,,Mn,atom,-103.6736,0.0,9e-05,,,-103.67336,4.2e-08,-103.29335920887651,0.0
,,,vtz,1,1000.0,1,,582.0,SEET(FCI/GF2),,,,trail,,Mn,atom,-103.7891,0.0,0.0,,,-103.79214,1.99e-07,-103.29880070636771,0.0
,,,vqz,2,1000.0,1,,583.0,SEET(FCI/GF2),,,,trail,,Mn,atom,-103.841,0.0,0.0,,,-103.84272,2.375e-06,-103.29943473113407,0.0
,,,vdz,0,1000.0,0,,584.0,GF2,,,,trail,,Fe,atom,-123.5095,0.0,0.0,,,-123.51812,6.459999999999999e-07,-123.03606101031244,0.0
,,,vtz,1,1000.0,0,,585.0,GF2,,,,trail,,Fe,atom,-123.65,0.0,0.0,,,-123.6572,5.71e-07,-123.03857246947872,0.0
,,,vqz,2,1000.0,0,,586.0,GF2,,,,trail,,Fe,atom,-123.7121,0.0,0.0,,,-123.71675,1.63e-05,-123.03893433543683,0.0
,,,vdz,0,1000.0,1,,587.0,GF2,,,,trail,,Fe,atom,-123.233,0.0,0.0,,,-123.23353999999999,1.2e-07,-122.79860715251272,0.0
,,,vtz,1,1000.0,1,,588.0,GF2,,,,trail,,Fe,atom,-123.3653,0.0,0.0,,,-123.36856999999999,5.41e-07,-122.80424852863449,0.0
